Fecha de la actividad,Tipo de actividad,Distancia,Distancia.1,Tiempo en movimiento,Tiempo transcurrido,Tiempo transcurrido.1,Desnivel positivo,Ritmo cardiaco promedio,Velocidad promedio
"19 jul 2024, 14:14:48",Bicicleta,"60,47",60478.7,10277.0,12285,12285.0,1103.2,157.0,5.885
"18 jul 2024, 13:14:34",Carrera,"4,10",4100.0,1560.0,1560,1560.0,,,2.628
"15 jul 2024, 1:00:58",Carrera,"4,60",4600.0,2100.0,2100,2100.0,0.0,,2.19
"12 jul 2024, 13:22:56",Carrera,"7,33",7338.9,2617.0,2668,2668.0,4.4,163.0,2.804
"11 jul 2024, 22:28:56",Bicicleta,"40,57",40570.4,7380.0,11666,11666.0,615.0,141.0,5.497
"10 jul 2024, 23:31:59",Bicicleta,"39,55",39558.0,6592.0,8006,8006.0,412.0,140.0,6.001
"9 jul 2024, 12:59:00",Bicicleta,"34,00",34001.6,6502.0,9444,9444.0,643.0,146.0,5.229
"9 jul 2024, 0:50:02",Carrera,"2,40",2400.0,720.0,720,720.0,,,3.333
"7 jul 2024, 12:54:42",Bicicleta,"56,73",56732.7,10660.0,15421,15421.0,886.4,150.0,5.322
"6 jul 2024, 16:24:10",Bicicleta,"42,98",42984.9,7271.0,8913,8913.0,744.3,156.0,5.912
"3 jul 2024, 12:59:06",Bicicleta,"10,49",10498.0,2062.0,10497,10497.0,86.5,,5.091
"2 jul 2024, 12:56:07",Bicicleta,"6,87",6871.2,2375.0,7938,7938.0,62.2,,2.893
"1 jul 2024, 12:55:11",Bicicleta,"11,93",11933.6,2894.0,12622,12622.0,110.6,,4.124
"29 jun 2024, 16:16:37",Bicicleta,"34,26",34261.6,5623.0,6316,6316.0,440.3,143.0,6.093
"27 jun 2024, 23:52:41",Bicicleta,"15,58",15581.2,4194.0,7565,7565.0,213.0,,3.715
"27 jun 2024, 0:10:45",Carrera,"0,50",500.0,56.0,56,56.0,,,8.929
"26 jun 2024, 1:01:49",Carrera,"2,10",2100.0,600.0,600,600.0,0.0,,3.5
"24 jun 2024, 13:09:39",Carrera,"6,24",6241.0,2072.0,2072,2072.0,,,3.012
"24 jun 2024, 0:00:05",Bicicleta,"25,40",25404.1,4119.0,8949,8949.0,96.0,,6.168
"23 jun 2024, 13:12:30",Carrera,"3,60",3600.0,1160.0,1160,1160.0,,,3.103
"20 jun 2024, 0:13:15",Carrera,"5,10",5100.0,1704.0,1704,1704.0,,,2.993
"18 jun 2024, 22:33:19",Bicicleta,"12,34",12343.4,2696.0,3240,3240.0,139.0,,4.578
"18 jun 2024, 0:00:33",Carrera,"2,40",2400.0,720.0,720,720.0,,,3.333
"16 jun 2024, 17:09:54",Bicicleta,"9,10",9102.9,1669.0,1706,1706.0,70.2,147.0,5.454
"16 jun 2024, 15:14:27",Bicicleta,"46,85",46852.5,6882.0,6927,6927.0,424.0,163.0,6.808
"16 jun 2024, 14:52:27",Bicicleta,"2,45",2450.5,528.0,819,819.0,29.0,130.0,4.641
"14 jun 2024, 15:20:49",Bicicleta,"51,96",51968.0,8249.0,9749,9749.0,652.0,160.0,6.3
"13 jun 2024, 13:40:00",Carrera,"5,20",5200.0,1800.0,1800,1800.0,2.0,,2.889
"12 jun 2024, 22:10:34",Bicicleta,"29,25",29251.8,5300.0,7661,7661.0,351.0,138.0,5.519
"11 jun 2024, 19:32:09",Bicicleta,"29,12",29122.9,3876.0,4159,4159.0,282.0,156.0,7.514
"10 jun 2024, 22:23:48",Bicicleta,"74,32",74327.0,10696.0,13738,13738.0,644.0,153.0,6.949
"7 jun 2024, 20:53:16",Bicicleta,"36,33",36329.5,6574.0,9758,9758.0,443.0,140.0,5.526
"3 jun 2024, 10:07:17",Entrenamiento,0,0.0,2348.0,2348,2348.0,0.0,159.0,0.0
"2 jun 2024, 14:35:48",Bicicleta,"58,18",58181.5,9786.0,11619,11619.0,1001.0,159.0,5.945
"31 may 2024, 22:58:29",Bicicleta,"18,98",18979.6,3398.0,4791,4791.0,83.0,,5.586
"30 may 2024, 22:42:12",Bicicleta,"42,04",42048.3,7591.0,12371,12371.0,604.0,143.0,5.539
"30 may 2024, 13:47:28",Caminata,"1,70",1702.9,1040.0,1058,1058.0,0.0,125.0,1.637
"30 may 2024, 13:25:54",Carrera,"3,35",3353.7,1270.0,1284,1284.0,0.0,171.0,2.641
"26 may 2024, 15:45:21",Bicicleta,"55,42",55421.7,9933.0,11597,11597.0,1023.0,156.0,5.58
"23 may 2024, 22:40:27",Bicicleta,"70,17",70171.8,11472.0,14785,14785.0,885.0,148.0,6.117
"23 may 2024, 13:09:37",Carrera,"6,12",6128.5,3606.0,3629,3629.0,0.0,112.0,1.7
"21 may 2024, 13:28:04",Caminata,"14,56",14565.6,8849.0,11886,11886.0,162.5,,1.646
"19 may 2024, 15:30:57",Caminata,"8,92",8923.2,4760.0,7666,7666.0,431.0,147.0,1.875
"19 may 2024, 14:46:52",Bicicleta,"9,18",9182.4,2157.0,2157,2157.0,249.0,176.0,4.257
"17 may 2024, 21:56:39",Bicicleta,"20,26",20266.1,3967.0,8327,8327.0,84.0,,5.109
"17 may 2024, 13:36:02",Bicicleta,"60,43",60437.4,9909.0,12845,12845.0,693.0,157.0,6.099
"15 may 2024, 0:17:38",Entrenamiento,0,0.0,1487.0,1487,1487.0,0.0,170.0,0.0
"14 may 2024, 13:17:02",Caminata,"2,36",2366.3,1541.0,1581,1581.0,0.0,117.0,1.536
"14 may 2024, 12:37:19",Carrera,"5,04",5040.6,2217.0,2310,2310.0,0.0,151.0,2.274
"11 may 2024, 12:15:58",Bicicleta,"46,08",46088.3,9594.0,18597,18597.0,571.0,142.0,4.804
"10 may 2024, 14:29:43",Bicicleta,"54,37",54369.9,8957.0,10119,10119.0,933.0,163.0,6.07
"9 may 2024, 0:08:52",Bicicleta,"35,43",35436.4,5080.0,5233,5233.0,197.0,,6.976
"1 may 2024, 0:19:50",Bicicleta,"6,75",6752.1,1314.0,1390,1390.0,48.0,130.0,5.139
"30 abr 2024, 23:11:42",Bicicleta,"30,17",30174.4,4049.0,4064,4064.0,185.0,151.0,7.452
"27 abr 2024, 21:46:13",Bicicleta,"46,98",46986.7,7321.0,10136,10136.0,491.0,149.0,6.418
"18 abr 2024, 17:16:23",Bicicleta,"7,72",7723.5,1424.0,1424,1424.0,60.0,140.0,5.424
"18 abr 2024, 15:24:15",Bicicleta,"40,96",40966.1,6218.0,6674,6674.0,595.0,153.0,6.588
"14 abr 2024, 12:01:39",Bicicleta,"53,34",53347.6,10652.0,15276,15276.0,1082.0,152.0,5.008
"12 abr 2024, 23:13:13",Bicicleta,"6,01",6011.8,1548.0,3071,3071.0,36.0,124.0,3.884
"12 abr 2024, 21:08:48",Bicicleta,"43,21",43216.6,6578.0,7440,7440.0,657.0,155.0,6.57
"11 abr 2024, 22:39:28",Bicicleta,"40,12",40119.3,7747.0,10388,10388.0,671.0,144.0,5.179
"6 abr 2024, 14:03:09",Bicicleta,"40,24",40246.9,8173.0,27048,27048.0,418.0,,4.924
"30 mar 2024, 12:03:05",Bicicleta,"66,96",66967.5,10753.0,14276,14276.0,827.0,143.0,6.228
"29 mar 2024, 21:04:40",Bicicleta,"44,21",44218.4,7744.0,10603,10603.0,435.0,137.0,5.71
"27 mar 2024, 13:29:21",Bicicleta,"66,39",66393.2,10999.0,32002,32002.0,1154.0,161.0,6.036
"24 mar 2024, 12:17:12",Bicicleta,"64,53",64534.2,10779.0,16688,16688.0,736.0,143.0,5.987
"22 mar 2024, 23:01:03",Bicicleta,"28,25",28258.4,5000.0,6049,6049.0,375.0,,5.652
"17 mar 2024, 23:02:38",Bicicleta,"12,08",12081.3,2643.0,3094,3094.0,80.2,,4.571
"17 mar 2024, 14:00:32",Bicicleta,"55,15",55151.9,9501.0,13031,13031.0,931.0,163.0,5.805
"16 mar 2024, 13:18:27",Bicicleta,"46,36",46362.4,9721.0,13509,13509.0,703.0,131.0,4.769
"16 mar 2024, 0:16:54",Bicicleta,"22,16",22161.0,3668.0,4228,4228.0,103.0,130.0,6.042
"10 mar 2024, 15:14:54",Bicicleta,"59,89",59891.0,11343.0,17377,17377.0,891.0,,5.28
"9 mar 2024, 0:27:24",Bicicleta,"26,00",26003.7,4113.0,4226,4226.0,107.0,,6.322
"3 mar 2024, 12:27:22",Bicicleta,"73,18",73184.9,14677.0,24238,24238.0,1273.0,149.0,4.986
"28 feb 2024, 22:34:21",Bicicleta,"34,33",34329.1,5649.0,7681,7681.0,377.0,,6.077
"25 feb 2024, 12:01:05",Bicicleta,"71,02",71025.9,12120.0,20197,20197.0,797.0,,5.86
"23 feb 2024, 22:58:31",Bicicleta,"58,82",58821.4,9450.0,11194,11194.0,684.0,144.0,6.224
"18 feb 2024, 14:50:27",Caminata,"3,68",3687.8,5348.0,11607,11607.0,386.6,,0.69
"16 feb 2024, 1:29:26",Bicicleta,"6,79",6794.7,1309.0,2151,2151.0,40.9,,5.191
"11 feb 2024, 15:37:11",Bicicleta,"43,02",43022.3,9595.0,16489,16489.0,949.0,,4.484
"10 feb 2024, 22:35:53",Bicicleta,"2,59",2598.9,869.0,1317,1317.0,43.2,,2.991
"9 feb 2024, 20:46:48",Bicicleta,"48,62",48619.0,8022.0,9489,9489.0,669.0,148.0,6.061
"7 feb 2024, 22:47:29",Bicicleta,"58,09",58094.6,9486.0,11218,11218.0,681.0,138.0,6.124
"4 feb 2024, 21:41:03",Bicicleta,"39,59",39595.8,6744.0,6982,6982.0,622.0,159.0,5.871
"2 feb 2024, 21:41:22",Bicicleta,"9,51",9509.3,2888.0,10404,10404.0,69.9,,3.293
"31 ene 2024, 21:00:36",Bicicleta,"7,48",7480.3,1795.0,14338,14338.0,67.7,,4.167
"30 ene 2024, 21:14:47",Bicicleta,"8,03",8034.3,3088.0,11993,11993.0,92.5,,2.602
"28 ene 2024, 12:54:15",Bicicleta,"23,79",23794.3,6132.0,11444,11444.0,399.0,128.0,3.88
"28 ene 2024, 11:59:11",Bicicleta,"12,01",12013.5,1994.0,3065,3065.0,112.0,136.0,6.025
"27 ene 2024, 12:27:41",Bicicleta,"52,38",52388.3,11354.0,25122,25122.0,689.0,,4.614
"26 ene 2024, 22:54:50",Bicicleta,"6,96",6960.4,1734.0,8372,8372.0,33.0,125.0,4.014
"26 ene 2024, 20:57:48",Bicicleta,"42,22",42220.9,6414.0,6995,6995.0,595.0,163.0,6.583
"21 ene 2024, 13:29:40",Bicicleta,"44,15",44157.2,9738.0,19958,19958.0,608.0,,4.535
"20 ene 2024, 12:58:03",Bicicleta,"35,57",35569.9,7044.0,12112,12112.0,251.0,127.0,5.05
"19 ene 2024, 23:04:27",Bicicleta,"36,82",36823.3,6408.0,8700,8700.0,524.0,152.0,5.746
"15 ene 2024, 1:04:31",Bicicleta,"15,56",15559.4,3586.0,4401,4401.0,85.0,,4.339
"13 ene 2024, 18:20:11",Caminata,"2,66",2663.2,3516.0,5339,5339.0,225.8,,0.757
"12 ene 2024, 22:57:59",Bicicleta,"39,33",39330.4,5351.0,5704,5704.0,357.0,,7.35
"7 ene 2024, 21:00:14",Bicicleta,"65,24",65243.0,12208.0,17870,17870.0,1108.0,156.0,5.344
"6 ene 2024, 16:08:21",Bicicleta,"30,27",30269.9,6129.0,7433,7433.0,392.0,,4.939
"4 ene 2024, 21:33:48",Bicicleta,"34,10",34104.0,6715.0,9345,9345.0,628.0,,5.079
"1 ene 2024, 18:55:40",Caminata,"2,39",2393.1,2486.0,7709,7709.0,75.8,,0.963
"30 dic 2023, 14:26:34",Bicicleta,"24,58",24581.2,4574.0,9463,9463.0,298.0,,5.374
"29 dic 2023, 14:52:19",Bicicleta,"28,40",28407.7,6365.0,10546,10546.0,245.0,,4.463
"28 dic 2023, 13:57:00",Bicicleta,"63,27",63270.7,11021.0,13549,13549.0,866.0,140.0,5.741
"27 dic 2023, 15:30:38",Bicicleta,"41,18",41186.6,7307.0,8069,8069.0,737.0,166.0,5.637
"26 dic 2023, 13:36:03",Bicicleta,"34,36",34364.1,8173.0,11854,11854.0,497.0,,4.205
"23 dic 2023, 21:43:45",Bicicleta,"30,89",30898.3,5074.0,5875,5875.0,353.0,158.0,6.09
"16 dic 2023, 22:03:14",Bicicleta,"29,14",29147.8,4570.0,4879,4879.0,119.0,,6.378
"15 dic 2023, 20:41:24",Bicicleta,"29,33",29329.5,5718.0,6110,6110.0,397.0,,5.129
"11 dic 2023, 22:54:46",Bicicleta,"40,13",40137.9,7331.0,11144,11144.0,545.0,149.0,5.475
"3 dic 2023, 13:46:34",Bicicleta,"40,64",40646.4,7657.0,9444,9444.0,587.0,150.0,5.308
"26 nov 2023, 12:30:44",Bicicleta,"58,21",58212.9,8110.0,8110,8110.0,667.0,169.0,7.178
"24 nov 2023, 22:30:26",Bicicleta,"18,91",18913.3,3474.0,7366,7366.0,78.0,,5.444
"23 nov 2023, 14:18:51",Bicicleta,"47,80",47801.6,8186.0,8859,8859.0,801.0,154.0,5.839
"20 nov 2023, 21:56:59",Bicicleta,"25,78",25779.7,4722.0,4845,4845.0,462.0,156.0,5.459
"19 nov 2023, 16:07:26",Bicicleta,"31,40",31401.4,5679.0,13615,13615.0,388.0,141.0,5.529
"18 nov 2023, 22:01:08",Bicicleta,"28,65",28655.0,5326.0,6496,6496.0,371.0,134.0,5.38
"12 nov 2023, 13:20:17",Bicicleta,"45,51",45510.1,9185.0,9790,9790.0,773.0,161.0,4.955
"12 nov 2023, 12:41:32",Bicicleta,"8,86",8862.7,1655.0,1655,1655.0,100.0,127.0,5.355
"11 nov 2023, 22:30:04",Bicicleta,"18,42",18424.8,3687.0,8975,8975.0,97.0,91.0,4.997
"10 nov 2023, 22:24:56",Bicicleta,"28,14",28148.4,4348.0,4526,4526.0,353.0,,6.474
"5 nov 2023, 17:52:51",Bicicleta,"31,96",31963.8,5827.0,17043,17043.0,313.0,,5.485
"2 nov 2023, 21:55:05",Bicicleta,"46,19",46195.9,7864.0,8864,8864.0,646.0,,5.874
"27 oct 2023, 22:05:39",Bicicleta,"26,61",26615.7,4888.0,6161,6161.0,111.0,,5.445
"27 oct 2023, 16:00:33",Carrera,"0,10",100.0,14.0,14,14.0,,,7.143
"26 oct 2023, 20:00:00",Carrera,"0,10",100.0,13.0,13,13.0,0.0,,7.692
"26 oct 2023, 19:00:00",Carrera,"0,10",100.0,12.0,12,12.0,0.0,,8.333
"26 oct 2023, 16:00:00",Carrera,"0,10",100.0,12.0,12,12.0,0.0,,8.333
"25 oct 2023, 22:00:49",Entrenamiento,"1,60",1600.0,1080.0,1080,1080.0,,,1.481
"25 oct 2023, 20:44:02",Carrera,"2,45",2455.9,1145.0,2671,2671.0,0.0,,2.145
"24 oct 2023, 13:45:01",Carrera,"1,70",1700.0,1425.0,1425,1425.0,,,1.193
"23 oct 2023, 2:04:00",Entrenamiento,0,0.0,1898.0,1898,1898.0,0.0,,0.0
"20 oct 2023, 18:30:28",Carrera,"0,20",200.0,26.0,26,26.0,0.0,,7.692
"20 oct 2023, 17:30:51",Carrera,"2,00",2000.0,900.0,900,900.0,0.0,,2.222
"19 oct 2023, 21:30:07",Entrenamiento,"2,40",2400.0,3600.0,3600,3600.0,0.0,,0.667
"18 oct 2023, 0:27:43",Entrenamiento,0,0.0,1748.0,1748,1748.0,0.0,,0.0
"14 oct 2023, 13:37:39",Bicicleta,"44,29",44298.2,9472.0,16767,16767.0,742.0,149.0,4.677
"13 oct 2023, 23:20:50",Entrenamiento,"3,40",3400.0,4500.0,4500,4500.0,0.0,,0.756
"7 oct 2023, 16:05:09",Bicicleta,"18,20",18204.0,4402.0,6885,6885.0,329.0,138.0,4.135
"7 oct 2023, 15:04:09",Bicicleta,"21,59",21596.2,3112.0,3637,3637.0,182.0,144.0,6.94
"5 oct 2023, 21:46:40",Bicicleta,"44,60",44603.1,7823.0,8414,8414.0,675.0,154.0,5.702
"3 oct 2023, 22:53:48",Bicicleta,"32,62",32624.8,5541.0,6766,6766.0,407.0,148.0,5.888
"2 oct 2023, 0:31:11",Bicicleta,"18,20",18202.0,2780.0,2816,2816.0,68.0,13.0,6.547
"1 oct 2023, 20:12:01",Bicicleta,"7,53",7533.4,2647.0,7111,7111.0,68.0,0.0,2.846
"1 oct 2023, 17:30:57",Bicicleta,"12,00",12000.0,2400.0,2400,2400.0,,,5.0
"29 sept 2023, 22:29:45",Bicicleta,"51,71",51715.3,8200.0,10489,10489.0,603.0,147.0,6.307
"27 sept 2023, 17:15:23",Carrera,"1,50",1500.0,600.0,600,600.0,,,2.5
"23 sept 2023, 21:58:43",Bicicleta,"31,81",31816.2,6126.0,8188,8188.0,376.0,111.0,5.194
"19 sept 2023, 0:39:46",Bicicleta,"32,65",32658.9,5064.0,6629,6629.0,121.0,147.0,6.449
"17 sept 2023, 14:36:32",Caminata,"5,00",5006.6,5384.0,19328,19328.0,180.7,,0.93
"13 sept 2023, 18:53:38",Bicicleta,"37,24",37243.1,5751.0,5817,5817.0,452.0,153.0,6.476
"11 sept 2023, 22:48:51",Bicicleta,"28,45",28451.4,5638.0,10121,10121.0,498.0,142.0,5.046
"10 sept 2023, 1:29:00",Entrenamiento,0,0.0,2115.0,2115,2115.0,0.0,153.0,0.0
"8 sept 2023, 21:02:51",Bicicleta,"28,11",28116.2,4491.0,4690,4690.0,348.0,153.0,6.261
"5 sept 2023, 0:33:20",Bicicleta,"28,08",28082.3,4666.0,7212,7212.0,108.0,,6.019
"3 sept 2023, 16:58:57",Bicicleta,"20,05",20050.1,4907.0,11931,11931.0,215.0,,4.086
"2 sept 2023, 12:28:07",Bicicleta,"46,63",46633.9,7354.0,10747,10747.0,402.0,147.0,6.341
"26 ago 2023, 17:31:22",Caminata,"2,00",2003.3,1937.0,6773,6773.0,25.1,,1.034
"19 ago 2023, 12:23:00",Bicicleta,"74,49",74490.0,11642.0,17428,17428.0,878.0,151.0,6.398
"16 ago 2023, 22:53:09",Bicicleta,"15,06",15063.1,4920.0,10945,10945.0,145.6,,3.062
"16 ago 2023, 14:05:22",Bicicleta,"56,27",56277.7,9990.0,10545,10545.0,885.0,159.0,5.633
"11 ago 2023, 20:20:44",Bicicleta,"61,45",61455.0,10066.0,13764,13764.0,761.0,143.0,6.105
"9 ago 2023, 22:33:16",Bicicleta,"20,60",20607.8,3535.0,3771,3771.0,75.6,,5.83
"7 ago 2023, 20:47:35",Bicicleta,"66,08",66085.4,11373.0,12512,12512.0,1194.0,157.0,5.811
"3 ago 2023, 23:23:44",Bicicleta,"26,90",26899.3,6404.0,9445,9445.0,131.7,,4.2
"3 ago 2023, 14:45:41",Bicicleta,"36,76",36765.1,8024.0,10847,10847.0,536.0,127.0,4.582
"2 ago 2023, 22:46:32",Bicicleta,"35,54",35543.4,6780.0,8928,8928.0,415.0,128.0,5.242
"1 ago 2023, 14:39:21",Bicicleta,"36,62",36622.4,8573.0,11011,11011.0,543.0,,4.272
"31 jul 2023, 21:28:41",Bicicleta,"41,29",41290.9,8480.0,9657,9657.0,899.0,143.0,4.869
"30 jul 2023, 21:54:42",Bicicleta,"68,65",68658.5,10683.0,12127,12127.0,720.0,146.0,6.427
"28 jul 2023, 20:22:22",Bicicleta,"33,44",33441.9,4743.0,5211,5211.0,182.0,,7.051
"27 jul 2023, 14:19:31",Bicicleta,"32,32",32323.5,7383.0,10590,10590.0,466.0,,4.378
"27 jul 2023, 0:18:14",Bicicleta,"23,47",23474.2,4404.0,6095,6095.0,281.0,,5.33
"26 jul 2023, 14:19:20",Bicicleta,"6,65",6656.7,1825.0,15760,15760.0,75.1,,3.647
"25 jul 2023, 13:49:59",Carrera,"10,09",10091.7,3850.0,3855,3855.0,0.0,167.0,2.621
"24 jul 2023, 13:41:36",Bicicleta,"41,92",41926.4,12454.0,16877,16877.0,732.0,,3.366
"22 jul 2023, 12:58:10",Bicicleta,"63,11",63113.0,14110.0,21368,21368.0,637.0,,4.473
"21 jul 2023, 20:45:29",Bicicleta,"58,59",58592.2,10773.0,11879,11879.0,1072.0,153.0,5.439
"20 jul 2023, 13:12:34",Carrera,"6,10",6100.0,2400.0,2400,2400.0,,,2.542
"19 jul 2023, 13:15:32",Carrera,"6,09",6095.4,2487.0,2577,2577.0,0.0,155.0,2.451
"17 jul 2023, 15:04:05",Bicicleta,"38,76",38768.0,6221.0,6584,6584.0,473.0,152.0,6.232
"13 jul 2023, 21:28:32",Bicicleta,"26,88",26887.8,4392.0,6279,6279.0,309.0,148.0,6.122
"11 jul 2023, 22:52:55",Bicicleta,"33,95",33949.6,6251.0,7383,7383.0,393.0,135.0,5.431
"10 jul 2023, 15:21:25",Bicicleta,"33,57",33578.0,7919.0,9257,9257.0,483.0,,4.24
"9 jul 2023, 13:20:04",Bicicleta,"10,50",10500.3,1823.0,1823,1823.0,159.0,178.0,5.76
"7 jul 2023, 15:24:37",Bicicleta,"6,95",6953.8,1530.0,1551,1551.0,54.0,119.0,4.545
"7 jul 2023, 14:03:26",Bicicleta,"25,91",25915.9,4588.0,4588,4588.0,406.0,163.0,5.649
"5 jul 2023, 14:30:57",Bicicleta,"18,57",18572.1,5154.0,11495,11495.0,214.0,,3.603
"4 jul 2023, 21:48:53",Bicicleta,"42,26",42262.3,8505.0,9731,9731.0,567.0,,4.969
"3 jul 2023, 13:40:14",Bicicleta,"70,34",70346.8,12560.0,14302,14302.0,1328.0,157.0,5.601
"2 jul 2023, 14:03:08",Bicicleta,"21,17",21172.5,4521.0,12645,12645.0,290.0,147.0,4.683
"1 jul 2023, 12:58:20",Bicicleta,"36,06",36067.4,6918.0,11353,11353.0,387.0,,5.214
"28 jun 2023, 12:50:01",Bicicleta,"30,91",30918.0,7211.0,11118,11118.0,414.0,,4.288
"27 jun 2023, 22:57:11",Bicicleta,"33,69",33689.6,5939.0,8953,8953.0,452.0,140.0,5.673
"27 jun 2023, 13:53:53",Bicicleta,"28,68",28679.5,7608.0,13327,13327.0,321.0,,3.77
"26 jun 2023, 22:48:57",Bicicleta,"46,06",46064.9,6892.0,9631,9631.0,551.0,147.0,6.684
"24 jun 2023, 17:22:04",Bicicleta,"4,19",4194.7,1944.0,2826,2826.0,61.7,,2.158
"24 jun 2023, 12:21:29",Bicicleta,"49,13",49138.4,9848.0,24071,24071.0,513.0,143.0,4.99
"24 jun 2023, 11:23:47",Bicicleta,"16,20",16206.1,2652.0,3430,3430.0,166.0,130.0,6.111
"22 jun 2023, 23:50:49",Bicicleta,"11,58",11586.3,2009.0,7916,7916.0,86.9,,5.767
"22 jun 2023, 12:41:42",Carrera,"7,31",7314.2,3452.0,3768,3768.0,118.4,,2.119
"21 jun 2023, 20:31:16",Bicicleta,"38,37",38370.5,6990.0,7408,7408.0,578.0,162.0,5.489
"21 jun 2023, 13:02:31",Carrera,"6,21",6209.0,2575.0,2575,2575.0,0.0,171.0,2.411
"20 jun 2023, 12:53:14",Caminata,"6,20",6202.1,3662.0,3684,3684.0,0.0,,1.694
"19 jun 2023, 22:55:45",Bicicleta,"51,61",51617.6,9209.0,12181,12181.0,691.0,147.0,5.605
"18 jun 2023, 15:24:13",Bicicleta,"17,04",17048.3,4234.0,4873,4873.0,257.0,133.0,4.027
"17 jun 2023, 22:48:10",Bicicleta,"28,78",28786.4,5691.0,8479,8479.0,371.0,137.0,5.058
"15 jun 2023, 1:32:54",Bicicleta,"10,09",10093.4,1832.0,4058,4058.0,41.9,,5.51
"13 jun 2023, 19:49:12",Bicicleta,"15,50",15502.5,4216.0,6177,6177.0,211.0,,3.677
"11 jun 2023, 15:10:05",Bicicleta,"20,28",20280.0,3992.0,4557,4557.0,196.0,136.0,5.08
"9 jun 2023, 19:52:31",Bicicleta,"6,66",6660.4,1476.0,7232,7232.0,74.3,,4.512
