Fecha de la actividad,Tipo de actividad,Distancia,Distancia.1,Tiempo en movimiento,Tiempo transcurrido,Tiempo transcurrido.1,Desnivel positivo,Ritmo cardiaco promedio,Velocidad promedio
"11 sept 2026, 14:42:54",Caminata,"3,98",3984.0,2530.0,2530,2530.0,66.5,,1.575
"10 sept 2026, 23:07:05",Bicicleta,"27,58",27579.8,5410.0,7069,7069.0,561.6,142.0,5.098
"9 sept 2026, 23:56:31",Carrera,"11,34",11340.8,4091.0,5392,5392.0,91.8,,2.772
"6 sept 2026, 12:57:29",Caminata,"5,12",5123.8,2621.0,6578,6578.0,200.2,112.0,1.955
"5 sept 2026, 16:08:06",Caminata,"5,77",5770.1,5998.0,6116,6116.0,244.8,105.0,0.962
"4 sept 2026, 0:00:36",Carrera,"11,02",11024.3,4066.0,4495,4495.0,65.6,,2.711
"2 sept 2026, 23:48:05",Carrera,"9,28",9279.7,3410.0,4679,4679.0,79.1,,2.721
"1 sept 2026, 14:18:00",Bicicleta,"28,78",28782.4,4615.0,4875,4875.0,294.0,127.0,6.237
"31 ago 2026, 22:10:33",Bicicleta,"23,32",23322.3,3455.0,3455,3455.0,199.0,140.0,6.75
"29 ago 2026, 12:00:15",Carrera,"15,36",15363.7,6664.0,9787,9787.0,1374.5,161.0,2.305
"27 ago 2026, 12:25:27",Bicicleta,"28,64",28648.9,5838.0,7035,7035.0,390.8,116.0,4.907
"26 ago 2026, 17:42:00",Entrenamiento,0,0.0,1736.0,1736,1736.0,0.0,108.0,0.0
"26 ago 2026, 15:07:27",Bicicleta,"33,86",33864.8,6187.0,6275,6275.0,658.4,146.0,5.474
"25 ago 2026, 23:59:03",Carrera,"9,14",9142.3,3490.0,3539,3539.0,38.6,,2.62
"23 ago 2026, 13:03:00",Carrera,"15,15",15149.7,9654.0,10865,10865.0,888.2,155.0,1.569
"22 ago 2026, 15:12:34",Carrera,"12,07",12076.8,7095.0,18919,18919.0,214.1,,1.702
"21 ago 2026, 14:51:46",Bicicleta,"35,98",35983.1,6171.0,6228,6228.0,467.0,134.0,5.831
"21 ago 2026, 0:04:27",Carrera,"10,39",10398.3,4311.0,5698,5698.0,189.0,,2.412
"19 ago 2026, 23:14:16",Bicicleta,"42,84",42844.8,7333.0,9429,9429.0,505.0,136.0,5.843
"19 ago 2026, 0:29:33",Carrera,"8,01",8010.7,3102.0,3152,3152.0,39.1,,2.582
"18 ago 2026, 22:55:00",Entrenamiento,0,0.0,3357.0,3357,3357.0,0.0,122.0,0.0
"17 ago 2026, 13:52:59",Bicicleta,"27,74",27747.9,4585.0,8737,8737.0,214.0,124.0,6.052
"17 ago 2026, 0:08:24",Carrera,"15,01",15012.6,5254.0,5299,5299.0,76.2,,2.857
"16 ago 2026, 14:57:24",Carrera,"5,41",5416.4,2162.0,2538,2538.0,323.0,,2.505
"14 ago 2026, 13:18:51",Bicicleta,"36,33",36335.4,6486.0,7966,7966.0,451.0,129.0,5.602
"13 ago 2026, 13:46:39",Carrera,"8,74",8739.1,3760.0,3772,3772.0,99.9,,2.324
"12 ago 2026, 16:21:00",Entrenamiento,0,0.0,6529.0,6529,6529.0,0.0,115.0,0.0
"12 ago 2026, 13:37:44",Bicicleta,"34,23",34230.9,7245.0,7449,7449.0,518.6,136.0,4.725
"11 ago 2026, 16:21:00",Entrenamiento,0,0.0,4583.0,4583,4583.0,0.0,114.0,0.0
"11 ago 2026, 14:02:00",Carrera,"7,72",7725.7,3228.0,3228,3228.0,100.7,154.0,2.393
"10 ago 2026, 12:00:32",Caminata,"4,10",4100.0,3120.0,3120,3120.0,,,1.314
"9 ago 2026, 13:13:02",Carrera,"9,49",9497.5,4772.0,6750,6750.0,409.5,156.0,1.99
"8 ago 2026, 13:27:57",Bicicleta,"30,82",30820.6,5635.0,12904,12904.0,452.0,130.0,5.469
"7 ago 2026, 13:13:45",Caminata,"5,94",5945.6,3811.0,4261,4261.0,99.7,,1.56
"6 ago 2026, 14:25:03",Bicicleta,"41,65",41649.8,6912.0,7806,7806.0,450.0,144.0,6.026
"6 ago 2026, 8:00:00",Entrenamiento,0,0.0,7555.0,7555,7555.0,0.0,123.0,0.0
"5 ago 2026, 15:53:00",Entrenamiento,0,0.0,4215.0,4215,4215.0,0.0,106.0,0.0
"5 ago 2026, 14:44:04",Bicicleta,"10,14",10147.0,2111.0,2163,2163.0,63.9,,4.807
"5 ago 2026, 13:38:57",Carrera,"7,09",7092.9,2648.0,3063,3063.0,8.3,,2.679
"5 ago 2026, 0:03:02",Carrera,"6,42",6419.3,2612.0,2649,2649.0,20.9,158.0,2.458
"2 ago 2026, 21:27:54",Carrera,"4,54",4539.9,2277.0,3100,3100.0,394.1,170.0,1.994
"2 ago 2026, 20:11:55",Bicicleta,"20,53",20537.2,3708.0,17218,17218.0,178.0,140.0,5.539
"1 ago 2026, 14:14:03",Bicicleta,"50,79",50790.1,8469.0,16541,16541.0,438.0,136.0,5.997
"31 jul 2026, 13:27:49",Carrera,"8,26",8262.1,3242.0,3277,3277.0,65.6,171.0,2.548
"29 jul 2026, 14:35:56",Bicicleta,"29,81",29813.2,4533.0,4571,4571.0,284.0,,6.577
"25 jul 2026, 14:00:54",Carrera,"3,24",3239.0,1114.0,1114,1114.0,31.4,171.0,2.908
"25 jul 2026, 13:15:20",Carrera,"1,79",1791.7,716.0,716,716.0,57.1,154.0,2.502
"22 jul 2026, 12:33:50",Bicicleta,"30,88",30885.9,5261.0,9446,9446.0,444.0,,5.871
"18 jul 2026, 12:09:38",Caminata,"2,00",2000.0,1200.0,1200,1200.0,,,1.667
"9 jul 2026, 13:16:53",Carrera,"5,11",5110.0,1844.0,1847,1847.0,83.7,176.0,2.771
"6 jul 2026, 13:57:23",Bicicleta,"21,80",21801.0,3514.0,3915,3915.0,279.0,,6.204
"27 jun 2026, 13:17:16",Carrera,"6,14",6144.9,2215.0,2803,2803.0,8.3,,2.774
"22 jun 2026, 12:57:53",Bicicleta,"34,49",34498.9,5605.0,8992,8992.0,442.0,102.0,6.155
"22 jun 2026, 1:00:07",Carrera,"5,52",5520.1,2072.0,2403,2403.0,10.6,,2.664
"20 jun 2026, 13:47:50",Entrenamiento,0,0.0,1027.0,1027,1027.0,0.0,128.0,0.0
"20 jun 2026, 14:11:09",Carrera,"5,01",5013.5,1776.0,2047,2047.0,15.5,,2.823
"12 jun 2026, 13:10:05",Carrera,"5,17",5174.8,1829.0,1829,1829.0,87.8,,2.829
"11 jun 2026, 12:30:06",Bicicleta,"33,90",33899.6,5550.0,6374,6374.0,500.0,140.0,6.108
"9 jun 2026, 22:44:48",Bicicleta,"24,32",24323.2,3663.0,3725,3725.0,217.0,,6.64
"7 jun 2026, 11:29:29",Carrera,"16,41",16416.9,6960.0,8191,8191.0,1093.3,,2.359
"5 jun 2026, 4:03:07",Entrenamiento,0,0.0,1032.0,1032,1032.0,0.0,102.0,0.0
"4 jun 2026, 1:21:15",Carrera,"10,30",10300.1,3938.0,4054,4054.0,19.6,,2.616
"31 may 2026, 12:36:11",Carrera,"15,00",15000.7,4971.0,5016,5016.0,104.5,,3.018
"29 may 2026, 13:47:07",Carrera,"7,61",7618.4,2741.0,3885,3885.0,105.6,,2.779
"29 may 2026, 0:55:06",Carrera,"1,50",1500.0,540.0,540,540.0,0.0,,2.778
"28 may 2026, 23:54:28",Carrera,"9,56",9564.9,3392.0,3484,3484.0,51.2,,2.82
"25 may 2026, 17:31:00",Carrera,"2,33",2330.0,1460.0,1460,1460.0,226.0,,1.596
"25 may 2026, 16:46:00",Carrera,"2,06",2060.0,1440.0,1440,1440.0,220.0,,1.431
"25 may 2026, 16:10:20",Carrera,"3,31",3312.2,1772.0,2166,2166.0,255.3,,1.869
"20 may 2026, 12:55:00",Carrera,"5,20",5200.0,1980.0,1980,1980.0,90.0,,2.626
"19 may 2026, 13:03:47",Carrera,"11,60",11603.9,4108.0,4167,4167.0,17.5,,2.825
"17 may 2026, 16:46:03",Bicicleta,"13,92",13920.4,1985.0,2318,2318.0,113.0,,7.013
"17 may 2026, 13:46:50",Carrera,"3,56",3559.4,1864.0,9354,9354.0,323.0,,1.91
"17 may 2026, 11:56:52",Bicicleta,"12,51",12512.2,3328.0,5847,5847.0,214.0,,3.76
"14 may 2026, 13:38:34",Bicicleta,"36,28",36284.3,6158.0,6464,6464.0,642.0,156.0,5.892
"12 may 2026, 22:40:32",Carrera,"5,02",5019.7,1729.0,1786,1786.0,85.8,,2.903
"8 may 2026, 12:26:36",Carrera,"10,16",10160.5,3515.0,3707,3707.0,16.1,,2.891
"5 may 2026, 12:59:14",Carrera,"6,16",6160.6,2103.0,2131,2131.0,8.1,,2.929
"3 may 2026, 14:00:00",Carrera,"12,10",12100.0,4265.0,4265,4265.0,3.0,,2.837
"2 may 2026, 17:34:13",Caminata,"7,73",7737.6,6874.0,8154,8154.0,339.0,,1.126
"1 may 2026, 23:10:50",Bicicleta,"46,15",46158.8,7636.0,10551,10551.0,416.0,136.0,6.045
"30 abr 2026, 13:44:42",Carrera,"5,69",5696.9,1980.0,2351,2351.0,19.0,158.0,2.877
"28 abr 2026, 13:49:50",Carrera,"5,10",5102.9,1786.0,1802,1802.0,89.1,,2.857
"25 abr 2026, 12:33:22",Carrera,"18,17",18175.6,6697.0,6801,6801.0,207.8,,2.714
"21 abr 2026, 12:55:21",Carrera,"6,94",6946.9,2371.0,2381,2381.0,11.4,,2.93
"19 abr 2026, 12:48:34",Caminata,"8,66",8664.8,9748.0,14876,14876.0,1083.3,,0.889
"16 abr 2026, 14:47:17",Carrera,"3,98",3987.0,1414.0,1434,1434.0,69.6,158.0,2.82
"12 abr 2026, 15:50:53",Senderismo,"1,31",1313.7,1165.0,5723,5723.0,97.7,,1.128
"11 abr 2026, 20:00:00",Carrera,"10,92",10920.0,6806.0,6806,6806.0,1066.0,,1.604
"9 abr 2026, 13:01:27",Bicicleta,"28,13",28129.3,4457.0,4732,4732.0,290.0,,6.311
"8 abr 2026, 23:36:00",Carrera,"5,36",5360.0,2060.0,2060,2060.0,92.0,,2.602
"7 abr 2026, 13:19:43",Carrera,"5,23",5237.1,2025.0,2062,2062.0,13.3,140.0,2.586
"6 abr 2026, 13:32:47",Bicicleta,"24,30",24301.7,3858.0,3905,3905.0,219.0,,6.299
"5 abr 2026, 16:36:58",Entrenamiento,0,0.0,2325.0,2325,2325.0,0.0,122.0,0.0
"5 abr 2026, 14:43:00",Carrera,"10,15",10150.0,3650.0,3650,3650.0,210.0,,2.781
"4 abr 2026, 23:03:53",Caminata,"4,13",4134.4,2617.0,2635,2635.0,68.3,,1.58
"3 abr 2026, 22:22:40",Carrera,"4,88",4888.0,2399.0,3816,3816.0,310.9,165.0,2.038
"3 abr 2026, 22:00:53",Carrera,"1,90",1901.2,938.0,1248,1248.0,220.4,173.0,2.027
"3 abr 2026, 21:04:19",Bicicleta,"25,12",25128.4,4692.0,11603,11603.0,296.0,133.0,5.356
"2 abr 2026, 15:00:25",Bicicleta,"40,90",40908.2,6855.0,7689,7689.0,573.0,130.0,5.968
"1 abr 2026, 13:14:39",Carrera,"7,09",7092.4,2624.0,2898,2898.0,103.3,99.0,2.703
"31 mar 2026, 13:09:38",Carrera,"5,38",5379.9,2040.0,2320,2320.0,6.5,161.0,2.637
"30 mar 2026, 15:21:50",Entrenamiento,0,0.0,1326.0,1326,1326.0,0.0,116.0,0.0
"30 mar 2026, 14:28:21",Caminata,"3,08",3081.5,1735.0,1735,1735.0,59.9,,1.776
"29 mar 2026, 16:19:05",Carrera,"4,01",4009.6,1911.0,3481,3481.0,60.2,160.0,2.098
"29 mar 2026, 15:17:00",Carrera,"3,68",3687.9,3074.0,3094,3094.0,511.0,,1.2
"29 mar 2026, 13:55:11",Bicicleta,"38,24",38239.6,7220.0,20847,20847.0,447.0,134.0,5.296
"28 mar 2026, 13:42:00",Senderismo,"7,46",7460.0,10200.0,10200,10200.0,330.0,,0.731
"28 mar 2026, 11:07:11",Carrera,"15,44",15442.7,6069.0,8732,8732.0,116.2,141.0,2.545
"27 mar 2026, 13:55:14",Carrera,"5,25",5257.5,2089.0,2092,2092.0,89.1,,2.517
"26 mar 2026, 22:57:36",Bicicleta,"51,70",51703.4,9728.0,16869,16869.0,736.0,129.0,5.315
"26 mar 2026, 13:47:18",Carrera,"10,39",10391.2,3798.0,3808,3808.0,26.4,159.0,2.736
"25 mar 2026, 22:53:39",Carrera,"10,74",10739.6,3986.0,4500,4500.0,163.0,161.0,2.694
"24 mar 2026, 21:30:42",Bicicleta,"36,29",36296.9,6146.0,7991,7991.0,371.0,124.0,5.906
"22 mar 2026, 13:50:32",Carrera,"21,94",21943.5,10044.0,15154,15154.0,2045.8,158.0,2.185
"21 mar 2026, 20:28:49",Carrera,"4,46",4459.5,1993.0,2739,2739.0,326.3,,2.238
"21 mar 2026, 20:04:36",Carrera,"1,78",1781.3,796.0,1410,1410.0,174.8,,2.238
"20 mar 2026, 17:47:05",Entrenamiento,0,0.0,2407.0,2407,2407.0,0.0,113.0,0.0
"20 mar 2026, 13:29:53",Bicicleta,"28,21",28211.2,4673.0,6883,6883.0,223.0,,6.037
"19 mar 2026, 13:03:06",Carrera,"6,45",6454.4,2710.0,2727,2727.0,9.9,,2.382
"18 mar 2026, 13:20:32",Carrera,"11,32",11328.1,4093.0,4768,4768.0,147.8,156.0,2.768
"17 mar 2026, 14:22:18",Carrera,"7,46",7468.0,2804.0,3162,3162.0,179.7,165.0,2.663
"16 mar 2026, 12:42:38",Bicicleta,"31,58",31582.4,5353.0,7697,7697.0,400.0,126.0,5.9
"15 mar 2026, 12:35:49",Carrera,"3,43",3434.6,1274.0,1306,1306.0,31.7,,2.696
"14 mar 2026, 15:32:28",Carrera,"10,51",10516.3,4888.0,11218,11218.0,1055.0,156.0,2.151
"13 mar 2026, 22:05:23",Bicicleta,"26,58",26585.6,4494.0,4752,4752.0,225.0,,5.916
"13 mar 2026, 0:15:23",Carrera,"9,17",9175.9,3225.0,3794,3794.0,102.6,,2.845
"11 mar 2026, 23:38:27",Carrera,"8,45",8456.3,3395.0,3408,3408.0,19.8,,2.491
"10 mar 2026, 23:42:05",Carrera,"4,45",4457.8,2669.0,4553,4553.0,92.2,117.0,1.67
"10 mar 2026, 22:56:00",Carrera,"3,35",3350.0,1544.0,1544,1544.0,226.0,,2.17
"10 mar 2026, 21:56:44",Carrera,"4,22",4225.8,2184.0,2800,2800.0,567.8,164.0,1.935
"10 mar 2026, 13:28:54",Carrera,"4,86",4864.4,1782.0,2081,2081.0,7.8,158.0,2.73
"9 mar 2026, 14:48:07",Bicicleta,"50,05",50056.5,7585.0,9385,9385.0,469.0,132.0,6.599
"8 mar 2026, 14:06:22",Bicicleta,"15,65",15655.0,4260.0,8222,8222.0,140.0,,3.675
"7 mar 2026, 12:01:59",Carrera,"16,08",16080.2,7930.0,9109,9109.0,899.9,157.0,2.028
"6 mar 2026, 15:50:24",Carrera,"5,31",5314.5,1978.0,1991,1991.0,83.3,,2.687
"5 mar 2026, 22:29:08",Carrera,"10,01",10014.5,3815.0,3820,3820.0,210.6,165.0,2.625
"4 mar 2026, 14:46:03",Carrera,"4,25",4256.5,2063.0,3236,3236.0,278.6,163.0,2.063
"4 mar 2026, 13:52:59",Bicicleta,"25,10",25102.5,4598.0,8801,8801.0,294.0,140.0,5.459
"3 mar 2026, 13:43:35",Carrera,"3,07",3071.2,949.0,1318,1318.0,0.0,163.0,3.236
"2 mar 2026, 12:17:48",Carrera,"6,71",6713.1,2443.0,2588,2588.0,19.4,,2.748
"28 feb 2026, 22:56:26",Carrera,"9,50",9504.0,4626.0,7389,7389.0,774.3,164.0,2.054
"28 feb 2026, 21:15:01",Bicicleta,"34,60",34601.4,5861.0,17984,17984.0,378.0,139.0,5.904
"28 feb 2026, 0:04:28",Carrera,"5,53",5530.8,2160.0,2193,2193.0,58.6,,2.561
"27 feb 2026, 13:46:45",Bicicleta,"30,57",30570.4,4957.0,5717,5717.0,300.0,,6.167
"26 feb 2026, 23:06:10",Carrera,"7,36",7365.6,2679.0,2685,2685.0,16.5,168.0,2.749
"25 feb 2026, 22:32:38",Carrera,"10,00",10002.1,3673.0,3898,3898.0,172.0,,2.723
"23 feb 2026, 13:10:33",Carrera,"3,85",3856.3,2400.0,3641,3641.0,382.4,163.0,1.607
"23 feb 2026, 12:01:12",Bicicleta,"29,14",29143.1,5550.0,11143,11143.0,367.0,131.0,5.251
"22 feb 2026, 13:35:50",Carrera,"6,31",6312.0,2513.0,2788,2788.0,101.8,169.0,2.512
"22 feb 2026, 10:58:07",Bicicleta,"12,69",12692.5,2111.0,4269,4269.0,113.0,130.0,6.013
"22 feb 2026, 1:10:14",Entrenamiento,0,0.0,5828.0,5828,5828.0,0.0,123.0,0.0
"20 feb 2026, 14:20:17",Bicicleta,"30,74",30748.6,4791.0,4977,4977.0,406.0,156.0,6.418
"19 feb 2026, 13:44:18",Carrera,"5,05",5058.5,1742.0,1839,1839.0,11.9,171.0,2.904
"17 feb 2026, 13:03:59",Bicicleta,"50,24",50244.8,11554.0,17425,17425.0,712.0,146.0,4.349
"15 feb 2026, 19:49:58",Carrera,"11,14",11144.6,4402.0,5853,5853.0,273.8,174.0,2.532
"15 feb 2026, 13:52:36",Bicicleta,"1,27",1275.7,392.0,469,469.0,28.9,,3.254
"11 feb 2026, 12:58:25",Carrera,"5,21",5213.6,1933.0,1933,1933.0,91.9,180.0,2.697
"8 feb 2026, 14:21:14",Bicicleta,"28,24",28248.4,4938.0,6678,6678.0,393.0,150.0,5.721
"6 feb 2026, 13:42:23",Carrera,"5,20",5202.1,1952.0,2222,2222.0,94.5,179.0,2.665
"24 ene 2026, 12:42:13",Carrera,"5,18",5185.9,1891.0,1891,1891.0,7.4,,2.742
"20 ene 2026, 12:24:58",Bicicleta,"30,33",30334.4,4647.0,5071,5071.0,397.0,161.0,6.528
"19 ene 2026, 0:31:54",Carrera,"4,05",4049.2,1385.0,1411,1411.0,68.7,177.0,2.924
"17 ene 2026, 18:38:16",Bicicleta,"25,46",25463.0,5351.0,25882,25882.0,208.0,,4.759
"12 ene 2026, 12:34:35",Bicicleta,"32,51",32512.8,5168.0,5203,5203.0,459.0,155.0,6.291
"3 ene 2026, 22:25:02",Caminata,"8,41",8417.8,7005.0,12773,12773.0,580.9,,1.202
"2 ene 2026, 12:04:24",Bicicleta,"32,66",32667.5,5100.0,5701,5701.0,410.0,147.0,6.405
"31 dic 2025, 14:16:03",Carrera,"7,03",7033.1,2322.0,2544,2544.0,104.8,174.0,3.029
"30 dic 2025, 13:33:46",Bicicleta,"34,27",34275.6,5459.0,7601,7601.0,324.0,146.0,6.279
"27 dic 2025, 17:47:13",Carrera,"7,91",7916.1,3295.0,5387,5387.0,396.2,173.0,2.402
"26 dic 2025, 14:20:44",Bicicleta,"32,73",32736.5,6453.0,8514,8514.0,503.0,,5.073
"22 dic 2025, 12:50:53",Bicicleta,"58,13",58132.5,10055.0,11234,11234.0,1062.0,153.0,5.781
"20 dic 2025, 18:46:29",Bicicleta,"14,49",14491.0,1890.0,4039,4039.0,63.0,,7.667
"20 dic 2025, 14:07:37",Senderismo,"9,25",9254.1,10684.0,15481,15481.0,689.0,,0.866
"20 dic 2025, 12:41:17",Bicicleta,"13,84",13848.8,3013.0,3440,3440.0,281.0,,4.596
"16 dic 2025, 12:21:20",Carrera,"3,56",3565.3,1300.0,1573,1573.0,4.7,167.0,2.743
"14 dic 2025, 13:58:53",Carrera,"5,90",5908.7,2607.0,5230,5230.0,709.4,172.0,2.266
"11 dic 2025, 12:51:48",Carrera,"7,77",7778.5,3112.0,3319,3319.0,190.1,174.0,2.5
"9 dic 2025, 23:50:56",Carrera,"8,65",8651.1,7030.0,9906,9906.0,635.4,156.0,1.231
"8 dic 2025, 12:20:40",Carrera,"5,56",5564.4,2266.0,2346,2346.0,29.1,179.0,2.456
"5 dic 2025, 13:15:08",Bicicleta,"32,07",32069.3,5473.0,6571,6571.0,443.0,158.0,5.86
"3 dic 2025, 12:57:59",Carrera,"5,18",5179.0,2015.0,2015,2015.0,90.3,141.0,2.57
"25 nov 2025, 12:17:46",Bicicleta,"31,60",31607.3,5906.0,6539,6539.0,452.0,139.0,5.352
"14 nov 2025, 17:50:12",Bicicleta,"15,13",15131.3,2567.0,12955,12955.0,139.0,,5.895
"9 nov 2025, 19:44:06",Caminata,"3,68",3681.0,3891.0,4420,4420.0,6.0,,0.946
"9 nov 2025, 11:33:01",Carrera,"8,32",8321.9,2910.0,3384,3384.0,24.2,,2.86
"5 nov 2025, 3:16:57",Bicicleta,"16,68",16682.3,2307.0,2500,2500.0,116.0,,7.231
"4 nov 2025, 23:30:09",Carrera,"7,55",7554.0,5536.0,6121,6121.0,604.4,,1.365
"4 nov 2025, 21:56:20",Bicicleta,"17,30",17304.1,3107.0,3723,3723.0,223.0,,5.569
"3 nov 2025, 16:16:58",Bicicleta,"20,20",20204.8,3323.0,4399,4399.0,300.2,158.0,6.08
"3 nov 2025, 14:20:41",Bicicleta,"23,54",23547.1,3458.0,3747,3747.0,191.0,149.0,6.809
"1 nov 2025, 15:01:25",Bicicleta,"1,51",1514.2,282.0,304,304.0,28.0,,5.37
"1 nov 2025, 13:49:07",Carrera,"5,16",5162.1,1887.0,1887,1887.0,45.3,184.0,2.736
"31 oct 2025, 12:13:43",Bicicleta,"29,04",29042.3,4289.0,4666,4666.0,237.0,155.0,6.771
"25 oct 2025, 11:16:14",Bicicleta,"28,24",28247.9,4790.0,6048,6048.0,393.0,149.0,5.897
"18 oct 2025, 13:48:37",Carrera,"7,44",7446.6,2644.0,2729,2729.0,95.5,183.0,2.816
"10 oct 2025, 17:36:21",Bicicleta,"17,23",17233.8,2778.0,4483,4483.0,111.3,142.0,6.204
"10 oct 2025, 14:07:29",Senderismo,"8,38",8388.6,8208.0,11851,11851.0,640.0,136.0,1.022
"10 oct 2025, 12:38:45",Bicicleta,"18,54",18539.7,3744.0,4289,4289.0,270.8,141.0,4.952
"30 sept 2025, 16:57:33",Carrera,"5,14",5146.8,1739.0,1884,1884.0,87.5,171.0,2.96
"28 sept 2025, 10:36:40",Bicicleta,"77,21",77216.8,14264.0,21400,21400.0,1237.0,145.0,5.413
"26 sept 2025, 23:28:58",Carrera,"11,00",11001.4,3993.0,5986,5986.0,91.1,155.0,2.755
"24 sept 2025, 21:59:30",Bicicleta,"50,88",50887.0,7888.0,9754,9754.0,633.0,146.0,6.451
"23 sept 2025, 22:12:29",Carrera,"5,19",5197.8,1600.0,1671,1671.0,88.9,,3.249
"22 sept 2025, 11:32:21",Bicicleta,"34,10",34108.8,5505.0,5648,5648.0,423.0,140.0,6.196
"20 sept 2025, 13:52:52",Bicicleta,"60,53",60535.1,9582.0,10607,10607.0,725.0,145.0,6.318
"19 sept 2025, 23:49:33",Carrera,"5,09",5091.0,1653.0,1686,1686.0,9.2,167.0,3.08
"18 sept 2025, 23:04:53",Bicicleta,"31,04",31040.7,5223.0,6437,6437.0,319.0,126.0,5.943
"17 sept 2025, 22:59:55",Bicicleta,"52,30",52306.0,8787.0,13315,13315.0,643.0,136.0,5.953
"17 sept 2025, 0:12:51",Carrera,"5,18",5183.1,1837.0,1840,1840.0,7.3,165.0,2.822
"14 sept 2025, 14:23:15",Bicicleta,"31,86",31864.2,6565.0,6585,6585.0,858.8,168.0,4.854
"14 sept 2025, 13:32:11",Bicicleta,"3,71",3713.7,1655.0,2754,2754.0,15.0,114.0,2.244
"12 sept 2025, 12:04:00",Caminata,"4,02",4024.1,2530.0,2563,2563.0,68.8,,1.591
"11 sept 2025, 21:49:29",Bicicleta,"29,18",29184.3,5748.0,8063,8063.0,197.0,,5.077
"10 sept 2025, 21:23:04",Bicicleta,"51,53",51536.7,8821.0,9651,9651.0,911.0,145.0,5.843
"9 sept 2025, 22:27:42",Bicicleta,"48,01",48016.1,8872.0,10925,10925.0,817.0,136.0,5.412
"8 sept 2025, 11:41:56",Bicicleta,"28,50",28503.7,4391.0,4646,4646.0,308.0,,6.491
"7 sept 2025, 22:44:17",Caminata,"4,97",4977.6,5077.0,8492,8492.0,440.8,,0.98
"7 sept 2025, 20:05:18",Bicicleta,"30,10",30100.3,4949.0,24010,24010.0,426.0,99.0,6.082
"5 sept 2025, 11:22:26",Bicicleta,"36,03",36037.6,5638.0,5876,5876.0,463.0,145.0,6.392
"4 sept 2025, 22:39:42",Bicicleta,"36,14",36139.2,6332.0,9297,9297.0,463.0,137.0,5.707
"3 sept 2025, 22:56:00",Bicicleta,"36,94",36940.8,6992.0,9904,9904.0,540.6,133.0,5.283
"2 sept 2025, 21:38:48",Bicicleta,"42,54",42547.3,5846.0,6305,6305.0,428.6,147.0,7.278
"1 sept 2025, 11:52:07",Caminata,"3,99",3997.7,2776.0,2809,2809.0,67.0,,1.44
"31 ago 2025, 13:15:07",Carrera,"7,79",7795.0,3305.0,3835,3835.0,401.5,,2.359
"30 ago 2025, 22:47:48",Bicicleta,"4,84",4846.1,1196.0,3302,3302.0,33.0,123.0,4.052
"30 ago 2025, 20:11:37",Bicicleta,"46,41",46415.7,8027.0,9149,9149.0,504.2,131.0,5.782
"30 ago 2025, 15:19:50",Caminata,"6,27",6273.1,5887.0,9211,9211.0,269.2,,1.066
"28 ago 2025, 23:32:35",Carrera,"5,10",5102.8,1797.0,1846,1846.0,80.2,165.0,2.84
"27 ago 2025, 23:21:38",Carrera,"5,00",5000.4,1734.0,1837,1837.0,4.1,163.0,2.884
"26 ago 2025, 20:37:18",Bicicleta,"50,40",50404.1,9385.0,10167,10167.0,910.0,145.0,5.371
"24 ago 2025, 15:08:09",Caminata,"5,14",5140.0,5423.0,5523,5523.0,214.0,102.0,0.948
"24 ago 2025, 13:58:01",Carrera,"4,92",4924.0,2751.0,2859,2859.0,351.4,138.0,1.79
"23 ago 2025, 16:36:55",Bicicleta,"5,87",5875.9,1620.0,3353,3353.0,30.0,,3.627
"23 ago 2025, 14:46:37",Bicicleta,"2,05",2049.7,756.0,2018,2018.0,15.0,,2.711
"22 ago 2025, 22:55:38",Bicicleta,"34,61",34616.4,6225.0,7163,7163.0,445.0,,5.561
"21 ago 2025, 12:29:50",Carrera,"5,20",5200.0,2040.0,2040,2040.0,0.0,,2.549
"21 ago 2025, 11:53:37",Carrera,"5,02",5024.1,1710.0,1713,1713.0,69.0,167.0,2.938
"19 ago 2025, 22:00:34",Carrera,"4,01",4018.7,1305.0,1407,1407.0,67.4,168.0,3.079
"18 ago 2025, 22:57:44",Bicicleta,"39,24",39248.2,7344.0,10680,10680.0,695.0,140.0,5.344
"17 ago 2025, 15:12:14",Bicicleta,"21,52",21526.6,2908.0,8304,8304.0,123.0,147.0,7.403
"17 ago 2025, 12:13:48",Bicicleta,"29,33",29333.2,7627.0,10695,10695.0,726.0,148.0,3.846
"17 ago 2025, 10:57:00",Bicicleta,"12,32",12326.8,2024.0,4543,4543.0,124.0,140.0,6.09
"16 ago 2025, 21:03:00",Bicicleta,"34,35",34357.3,7478.0,9503,9503.0,353.0,113.0,4.594
"15 ago 2025, 22:52:29",Bicicleta,"50,73",50738.2,9582.0,13665,13665.0,531.0,128.0,5.295
"14 ago 2025, 23:47:27",Carrera,"10,14",10147.6,3990.0,3990,3990.0,10.6,165.0,2.543
"13 ago 2025, 22:53:22",Bicicleta,"46,45",46455.7,7328.0,9252,9252.0,614.0,151.0,6.339
"11 ago 2025, 17:21:07",Remo,12.377,12376.9,5612.0,7762,7762.0,404.4,,2.205
"10 ago 2025, 14:02:02",Bicicleta,"37,21",37214.8,6442.0,7287,7287.0,608.0,160.0,5.777
"10 ago 2025, 12:40:26",Bicicleta,"4,09",4096.8,734.0,4885,4885.0,33.8,145.0,5.581
